date,num
25,98
26,8
27,92
28,62
29,25
11,76
12,59
13,81
14,84
15,74
16,74
17,98
04,95
05,95
06,14
07,67
08,99
09,45
10,57
11,54
21,70
22,87
23,70
24,52
25,39
26,43
27,77
28,96
26,82
27,96
28,48
29,5
30,83
31,58
01,57
30,75
01,48
02,91
03,18
04,49
05,60
06,24
18,11
19,82
20,65
21,37
22,93
23,47
24,62
25,1
12,65
13,1
14,23
15,40
16,71
17,23
18,69
19,17
20,49
29,66
30,34
01,63
02,7
03,48
04,79
05,96
06,9
02,48
03,80
04,80
05,85
06,93
07,53
08,22
09,0
07,83
08,21
09,35
10,34
11,23
12,79
13,65
14,89
26,63
27,62
28,62
29,73
30,66
31,60
01,97
21,68
22,92
23,86
24,70
25,41
26,56
27,31
07,24
08,1
09,37
10,71
11,90
12,4
13,28
14,72
10,20
11,29
12,80
13,63
14,89
15,30
16,82
15,78
16,1
17,22
18,8
19,60
20,18
21,77
02,25
03,54
04,84
05,51
06,17
07,16
08,68
28,33
29,92
30,72
31,36
01,28
02,38
03,86
04,24
15,85
16,49
17,24
18,70
19,31
20,32
21,95
17,70
18,90
19,4
20,42
21,57
22,86
23,11
22,84
23,98
24,38
25,57
26,25
27,91
28,44
09,83
10,11
11,41
12,17
13,82
14,43
15,3
16,97
05,38
06,14
07,23
08,29
09,17
10,81
11,60
22,53
23,91
24,34
25,22
26,82
27,27
28,24
24,82
25,18
26,69
27,46
28,31
29,23
30,68
29,98
30,17
31,87
28,44
29,98
30,17
31,87
17,1
18,46
19,20
20,76
21,78
22,74
23,29
12,77
13,49
14,86
15,62
16,87
17,27
18,77
19,19
29,70
30,87
31,43
01,92
02,61
03,34
04,27
05,60
01,18
02,0
03,97
04,89
05,23
06,65
07,65
24,24
25,59
26,57
27,78
28,16
29,24
20,57
21,56
22,73
23,35
24,17
25,60
26,81
27,87
28,27
06,55
07,38
08,83
09,27
10,23
11,93
12,65
13,41
08,26
09,41
10,48
11,94
12,18
13,66
14,16
15,28
30,64
01,15
02,81
03,27
04,51
05,52
29,87
30,60
31,67
01,19
02,40
03,49
04,8
14,97
15,98
16,50
17,8
18,22
19,61
16,8
17,69
18,19
19,25
20,57
21,43
22,79
23,25
06,75
07,0
08,1
09,84
10,46
11,68
05,88
06,64
07,97
08,15
09,53
10,45
11,40
20,37
21,53
22,24
23,62
24,68
25,80
26,9
24,28
25,36
26,46
27,38
28,7
29,36
12,9
13,48
14,11
15,30
16,41
17,61
18,97
12,56
13,62
14,88
15,77
16,63
17,43
18,20
19,77
27,11
28,5
29,75
30,50
01,16
02,70
03,9
19,98
20,49
21,74
22,37
23,53
24,74
25,84
20,96
21,21
22,78
23,62
24,69
25,54
26,22
04,33
05,77
06,64
07,53
08,81
09,92
10,78
11,60
12,49
13,72
26,9
27,16
28,39
29,42
30,98
31,62
01,68
02,94
27,15
28,56
29,30
30,55
01,65
02,44
03,37
14,87
15,68
16,31
17,48
18,75
19,18
20,68
21,58
03,11
04,43
05,90
06,81
07,24
08,92
09,2
10,10
04,34
05,26
06,15
07,39
08,32
09,35
10,43
11,5
22,21
23,69
24,86
25,63
26,4
27,16
28,5
29,73
11,16
12,44
13,18
14,58
15,8
16,82
17,0
12,18
13,45
14,28
15,19
16,24
17,16
18,50
30,73
31,59
18,84
19,42
20,51
21,15
22,78
23,36
24,42
19,14
20,28
21,32
22,58
23,62
24,3
25,38
25,68
26,31
27,57
28,32
29,3
30,96
01,87
02,97
26,33
27,94
28,86
29,74
30,18
31,35
01,89
02,48
03,32
03,97
04,19
05,67
06,30
07,38
08,40
09,76
10,33
11,85
12,47
13,76
04,44
05,24
06,55
07,11
08,79
09,69
10,84
11,71
12,70
14,94
15,6
16,68
17,22
18,49
19,81
20,84
21,48
22,42
13,59
14,41
15,88
16,48
17,2
18,44
19,1
20,22
21,21
22,65
23,14
24,56
23,24
24,26
25,81
26,39
27,77
28,1
29,1
30,88
31,8
25,35
26,33
27,16
28,65
29,29
30,21
01,29
02,56
03,67
04,59
05,88
06,54
07,67
08,93
09,8
10,41
11,91
12,40
13,17
14,88
15,50
16,10
17,65
18,15
19,75
20,2
21,67
22,91
23,93
24,22
25,56
26,30
27,29
28,41
29,75
30,53
31,76
